decision,curator_note,name,theme,origine,departement,best_tier,changement,score,notoriete,bonus_labels,bonus_article,bonus_image,bonus_frwiki,bonus_acces,bonus_visiteurs,sitelinks,labels,collections,alertes,ouvert_au_public,entre_par_remise,horaires,lat,lon,wikidata_id,wikipedia_url,image_url
,,Pierre Percée,megalithes,wikidata,Indre-et-Loire,3,,80.6,22.2,12.0,23.4,8.0,5.0,10.0,0.0,3,monument-historique-classe,2,,oui,oui,,47.072722,0.607306,Q15834830,https://fr.wikipedia.org/wiki/Pierre_perc%C3%A9e_(Drach%C3%A9),http://commons.wikimedia.org/wiki/Special:FilePath/Menhir%20de%20La%20Pierre%20Perc%C3%A9e.jpg
,,Samarobriva,megalithes,wikidata,Somme,3,,80.5,33.3,0.0,34.2,8.0,5.0,0.0,0.0,7,,2,,inconnu,,,49.900000,2.300000,Q2728193,https://fr.wikipedia.org/wiki/Samarobriva,http://commons.wikimedia.org/wiki/Special:FilePath/Amiens%2C%20mus%C3%A9e%20de%20Picardie%2C%20autel%20votif%20%C3%A0%20Samarobriva%2C%20d%C3%A9esse%20tut%C3%A9laire%20de%20la%20ville%20romaine%20%28Ier%20si%C3%A8cle%29%20d%C3%A9couvert%2C%20rue%20des%20Jacobins%20%C3%A0%20Amiens%20en%201895%2001.jpg
,,Laugerie-Basse,megalithes,wikidata,Dordogne,3,,80.4,36.8,12.0,18.6,8.0,5.0,0.0,0.0,9,monument-historique-classe,2,,inconnu,,,44.950972,0.999167,Q1144686,https://fr.wikipedia.org/wiki/Laugerie-Basse,http://commons.wikimedia.org/wiki/Special:FilePath/Laugerie-Basse.jpg
,,Amphithéâtre romain de Purpan-Ancely,megalithes,wikidata,Haute-Garonne,3,,80.0,22.2,12.0,22.8,8.0,5.0,10.0,0.0,3,monument-historique-classe,2,,oui,oui,Su 14:00-17:00; Nov-Dec off; Jan-Apr off,43.614778,1.397694,Q2844425,https://fr.wikipedia.org/wiki/Amphith%C3%A9%C3%A2tre_romain_de_Purpan-Ancely,http://commons.wikimedia.org/wiki/Special:FilePath/Amphith%C3%A9%C3%A2tre%20romain%20de%20Purpan-Ancely%2001.jpg
,,Forum d'Arles,megalithes,wikidata,Bouches-du-Rhône,3,,79.9,28.7,12.0,16.2,8.0,5.0,10.0,0.0,5,monument-historique-classe,3,,oui,oui,,43.676778,4.626306,Q3078621,https://fr.wikipedia.org/wiki/Forum_d%27Arles,http://commons.wikimedia.org/wiki/Special:FilePath/Place%20du%20Forum%2Cvestiges%20temple%20au%20nord%20du%20Forum.jpg
,,Uxellodunum,megalithes,wikidata,Lot,3,,79.9,36.8,0.0,30.1,8.0,5.0,0.0,0.0,9,,2,,inconnu,,,44.950000,1.697222,Q1290232,https://fr.wikipedia.org/wiki/Uxellodunum,http://commons.wikimedia.org/wiki/Special:FilePath/Plan%20d%27Uxellodunum%20%28Puy%20d%27Issolu%29%20-1.jpg
,,Tumulus du Mané-Lud,megalithes,wikidata,Morbihan,3,,79.1,22.2,12.0,21.9,8.0,5.0,10.0,0.0,3,monument-historique-classe,4,,oui,oui,,47.573889,-2.951111,Q1323726,https://fr.wikipedia.org/wiki/Tumulus_du_Man%C3%A9-Lud,http://commons.wikimedia.org/wiki/Special:FilePath/Dolmen%20du%20Man%C3%A9%20Lud%20Jean-Charles%20GUILLO.JPG
,,Menhir de Champ-Dolent,megalithes,wikidata,Ille-et-Vilaine,3,,78.5,36.8,12.0,16.7,8.0,5.0,0.0,0.0,9,monument-historique-classe,2,,inconnu,,,48.535310,-1.739360,Q2661337,https://fr.wikipedia.org/wiki/Menhir_de_Champ-Dolent,http://commons.wikimedia.org/wiki/Special:FilePath/Menhir%20du%20Champ%20Dolent.jpg
,,Temple du moulin du Fâ,megalithes,wikidata,Charente-Maritime,3,,78.5,22.2,12.0,21.3,8.0,5.0,10.0,0.0,3,monument-historique-classe,2,,oui,oui,,45.535556,-0.879444,Q89180979,https://fr.wikipedia.org/wiki/Temple_du_moulin_du_F%C3%A2,http://commons.wikimedia.org/wiki/Special:FilePath/Site%20archeo%20fa%20tour2.JPG
,,Sanctuaire fédéral des Trois Gaules,megalithes,wikidata,Rhône,3,,78.4,39.8,0.0,25.6,8.0,5.0,0.0,0.0,11,,1,,inconnu,,,45.770556,4.830556,Q5278,https://fr.wikipedia.org/wiki/Sanctuaire_f%C3%A9d%C3%A9ral_des_Trois_Gaules,http://commons.wikimedia.org/wiki/Special:FilePath/Dupondius%20Auguste%20Autel%20de%20Lyon.jpg
,,Argentomagus,megalithes,wikidata,Indre,3,,78.3,33.3,12.0,20.0,8.0,5.0,0.0,0.0,7,monument-historique-classe,2,,inconnu,,,46.600389,1.515028,Q2860982,https://fr.wikipedia.org/wiki/Argentomagus,http://commons.wikimedia.org/wiki/Special:FilePath/Le%20th%C3%A9%C3%A2tre%20romain%20Saint-Marcel%20%28Indre%29.JPG
,,Tumulus de Dissignac,megalithes,wikidata,Loire-Atlantique,3,,78.3,33.3,12.0,20.0,8.0,5.0,0.0,0.0,7,monument-historique-classe,2,,inconnu,,,47.270972,-2.279306,Q2459723,https://fr.wikipedia.org/wiki/Tumulus_de_Dissignac,http://commons.wikimedia.org/wiki/Special:FilePath/Tumulus%20Dissignac2.jpg
,,Dolmen de Fontanaccia,megalithes,wikidata,Corse-du-Sud,3,,78.0,25.8,12.0,17.2,8.0,5.0,10.0,0.0,4,monument-historique-classe,2,,oui,oui,,41.529444,8.918056,Q1235923,https://fr.wikipedia.org/wiki/Dolmen_de_Fontanaccia,http://commons.wikimedia.org/wiki/Special:FilePath/Dolmen%20de%20Funtanaccia%20%284%29.jpg
,,Narbo Martius,megalithes,wikidata,Aude,3,,78.0,28.7,0.0,26.3,8.0,5.0,10.0,0.0,5,,2,,oui,oui,24/7,43.183600,3.004200,Q11938382,https://fr.wikipedia.org/wiki/Narbo_Martius,http://commons.wikimedia.org/wiki/Special:FilePath/Narbonne%20Capitole%20antique%20Franck%20Devedjian%202019%20ok.jpg
,,Alignements de Kerzérho,megalithes,wikidata,Morbihan,3,,77.7,31.1,12.0,21.6,8.0,5.0,0.0,0.0,6,monument-historique-classe,3,,inconnu,,,47.634722,-3.148056,Q1617779,https://fr.wikipedia.org/wiki/Alignements_de_Kerz%C3%A9rho,http://commons.wikimedia.org/wiki/Special:FilePath/Kerzerho%20alignement.jpg
,,Bagacum Nerviorum,megalithes,wikidata,Nord,3,,77.6,31.1,12.0,21.5,8.0,5.0,0.0,0.0,6,monument-historique-classe,2,,inconnu,,,50.300000,3.783333,Q2048162,https://fr.wikipedia.org/wiki/Bagacum_Nerviorum,http://commons.wikimedia.org/wiki/Special:FilePath/0%20Bavay%20-%20Vestiges%20du%20site%20arch%C3%A9ologique%20%281%29.JPG
,,Pierre Chaude,megalithes,wikidata,Indre-et-Loire,3,,77.2,22.2,12.0,20.0,8.0,5.0,10.0,0.0,3,monument-historique-classe,2,,oui,oui,,46.978900,0.803400,Q22942089,https://fr.wikipedia.org/wiki/Dolmen_de_la_Pierre_Chaude,http://commons.wikimedia.org/wiki/Special:FilePath/Paulmy-%20La%20Pierre%20Chaude.jpg
,,Fanum d'Aron,megalithes,wikidata,Cantal,3,,77.0,31.1,12.0,20.9,8.0,5.0,0.0,0.0,6,monument-historique-classe,1,,inconnu,,,44.915706,2.421425,Q3066668,https://fr.wikipedia.org/wiki/Fanum_d%27Aron,http://commons.wikimedia.org/wiki/Special:FilePath/Fanum%20d%27Aron%2C%20Aurillac%202.jpeg
,,Église Saint-Pierre-des-Cuisines,megalithes,wikidata,Haute-Garonne,3,,76.8,31.1,12.0,20.7,8.0,5.0,0.0,0.0,6,monument-historique-classe,2,,inconnu,,,43.604200,1.435550,Q3584182,https://fr.wikipedia.org/wiki/%C3%89glise_Saint-Pierre-des-Cuisines_de_Toulouse,http://commons.wikimedia.org/wiki/Special:FilePath/Eglise%20Saint-Pierre%20des%20Cuisines%20Toulouse.jpg
,,Dolmen de Bagneux,megalithes,wikidata,Maine-et-Loire,3,,76.5,25.8,12.0,15.7,8.0,5.0,10.0,0.0,4,monument-historique-classe,2,,oui,oui,,47.243083,-0.094861,Q1235906,https://fr.wikipedia.org/wiki/Dolmen_de_Bagneux,http://commons.wikimedia.org/wiki/Special:FilePath/Saumur%20Dolmen%20Bagneux%202007.jpg
,,Oppidum de Nages,megalithes,wikidata,Gard,3,nouveau,76.2,22.2,15.0,16.0,8.0,5.0,10.0,0.0,3,monument-historique-classe|monument-historique-inscrit,2,,oui,oui,,43.795200,4.227000,Q3354378,https://fr.wikipedia.org/wiki/Oppidum_des_Castels,http://commons.wikimedia.org/wiki/Special:FilePath/Nages%20Oppidum%204006.JPG
,,Cularo,megalithes,wikidata,Isère,3,nouveau,76.0,22.2,0.0,30.8,8.0,5.0,10.0,0.0,3,,1,,oui,oui,"Tu-Sa 11:00-13:00,14:30-19:00",45.192245,5.730636,Q3007086,https://fr.wikipedia.org/wiki/Cularo,http://commons.wikimedia.org/wiki/Special:FilePath/Fontaine%20au%20lion%20-%20Grenoble%20-%202017-09-20.jpg
,,Dolmen de la Grotte aux Fées,megalithes,wikidata,Indre-et-Loire,3,nouveau,76.0,22.2,12.0,18.8,8.0,5.0,10.0,0.0,3,monument-historique-classe,2,,oui,oui,24/7,47.462900,0.650400,Q15948600,https://fr.wikipedia.org/wiki/Dolmen_de_la_Grotte_aux_F%C3%A9es,http://commons.wikimedia.org/wiki/Special:FilePath/Saint-Antoine-du-Rocher%2C%20Dolmen%20de%20la%20Grotte%20aux%20F%C3%A9es.jpg
,,Porte d'Arroux,megalithes,wikidata,Saône-et-Loire,3,,75.9,31.1,12.0,19.8,8.0,5.0,0.0,0.0,6,monument-historique-classe,2,,inconnu,,,46.959878,4.295383,Q2105026,https://fr.wikipedia.org/wiki/Porte_d%27Arroux,http://commons.wikimedia.org/wiki/Special:FilePath/Porte%20Arroux%20Autun%207.jpg
,,Avaricum,megalithes,wikidata,Cher,3,,75.7,44.4,0.0,18.3,8.0,5.0,0.0,0.0,15,,2,,inconnu,,,47.084444,2.396389,Q281826,https://fr.wikipedia.org/wiki/Avaricum,http://commons.wikimedia.org/wiki/Special:FilePath/Caesar%27s%20Gallic%20war%3B%20%28Allen%20and%20Greenough%27s%20ed.%29%20%281898%29%20%2814594767238%29.jpg
,,Burdigala,megalithes,wikidata,Gironde,3,,75.7,31.1,0.0,21.6,8.0,5.0,10.0,0.0,6,,2,,oui,,Mo-Fr 09:00-17:00; Th 11:00-19:00,44.837912,-0.579541,Q2928315,https://fr.wikipedia.org/wiki/Burdigala,http://commons.wikimedia.org/wiki/Special:FilePath/Palais%20Galien-panoramique.jpg
,,Cucuruzzu,megalithes,wikidata,Corse-du-Sud,3,,75.7,33.3,12.0,17.4,8.0,5.0,0.0,0.0,7,monument-historique-classe,2,,inconnu,,,41.724722,9.126667,Q1048878,https://fr.wikipedia.org/wiki/Castellu_di_Cucuruzzu,http://commons.wikimedia.org/wiki/Special:FilePath/Cucuruzzu1.jpg
,,Pierre-aux-Fées,megalithes,wikidata,Haute-Savoie,3,nouveau,75.4,22.2,12.0,18.2,8.0,5.0,10.0,0.0,3,monument-historique-classe,1,,oui,oui,,46.129469,6.291439,Q1328655,https://fr.wikipedia.org/wiki/Pierre-aux-F%C3%A9es_(Reignier),http://commons.wikimedia.org/wiki/Special:FilePath/La%20Pierre%20aux%20f%C3%A9es.JPG
,,Dolmens des Pérottes,megalithes,wikidata,Charente,3,nouveau,75.3,22.2,12.0,18.1,8.0,5.0,10.0,0.0,3,monument-historique-classe,2,,oui,oui,,45.912500,0.143330,Q3034171,https://fr.wikipedia.org/wiki/Dolmens_des_P%C3%A9rottes,http://commons.wikimedia.org/wiki/Special:FilePath/Perottep2.JPG
,,Pont Julien,megalithes,wikidata,Vaucluse,3,,74.9,35.2,12.0,14.7,8.0,5.0,0.0,0.0,8,monument-historique-classe,2,,inconnu,,,43.862546,5.306515,Q1780937,https://fr.wikipedia.org/wiki/Pont_Julien,http://commons.wikimedia.org/wiki/Special:FilePath/Pont%20Julien%2C%20Bonnieux.jpg
,,Motte de la Jacquille,megalithes,wikidata,Charente,3,nouveau,74.8,22.2,12.0,17.6,8.0,5.0,10.0,0.0,3,monument-historique-classe,2,,oui,oui,,45.907500,0.168060,Q3325352,https://fr.wikipedia.org/wiki/Motte_de_la_Jacquille,http://commons.wikimedia.org/wiki/Special:FilePath/Ang%20mus%20dolmen2.JPG
,,Col de Panissars,megalithes,wikidata,Pyrénées-Orientales,3,,74.4,31.1,12.0,18.3,8.0,5.0,0.0,0.0,6,monument-historique-classe,2,,inconnu,,,42.454400,2.857600,Q2982097,https://fr.wikipedia.org/wiki/Col_de_Panissars,http://commons.wikimedia.org/wiki/Special:FilePath/Vista%20Panissars.jpg
,,Aqueduc et moulins de Barbegal,megalithes,wikidata,Bouches-du-Rhône,3,,74.2,38.4,0.0,22.8,8.0,5.0,0.0,0.0,10,,3,,inconnu,,,43.702500,4.721389,Q89272148,https://fr.wikipedia.org/wiki/Aqueduc_et_moulins_de_Barbegal,http://commons.wikimedia.org/wiki/Special:FilePath/Barbegal%20aqueduct%2001.jpg
,,Vertillum,megalithes,wikidata,Côte-d'Or,3,,74.2,31.1,12.0,18.1,8.0,5.0,0.0,0.0,6,monument-historique-classe,1,,inconnu,,,47.918887,4.346037,Q7922962,https://fr.wikipedia.org/wiki/Vertillum,http://commons.wikimedia.org/wiki/Special:FilePath/Vertillum03.JPG
,,Cryptoportique de Reims,megalithes,wikidata,Marne,3,nouveau,74.0,22.2,12.0,16.8,8.0,5.0,10.0,0.0,3,monument-historique-classe,1,,oui,oui,"May-Sep Mo, We-Su 14:00-18:00",49.256654,4.033952,Q1790386,https://fr.wikipedia.org/wiki/Cryptoportique_de_Reims,http://commons.wikimedia.org/wiki/Special:FilePath/Cryptoportique1.jpg
,,Vesunna,megalithes,wikidata,Dordogne,3,nouveau,74.0,25.8,0.0,25.2,8.0,5.0,10.0,0.0,4,,2,,oui,oui,"Oct-Mar: Tu-Fr 09:30-12:30,13:30-17:00; Oct-Mar: Sa,Su 10:00-12:30,14:30-18:00; Apr-Jun,Sep: Tu-Fr 09:30-17:30; Apr-Jun,Sep: Sa,Su,PH 10:00-12:30,14:30-18:00; Jul-Aug: Mo-Su,PH 10:00-19:00",45.179904,0.712759,Q3556402,https://fr.wikipedia.org/wiki/Vesunna,http://commons.wikimedia.org/wiki/Special:FilePath/Tour-de-vesunna-perigueux.jpg
,,Pont romain de Vaison-la-Romaine,megalithes,wikidata,Vaucluse,3,,73.9,33.3,12.0,15.6,8.0,5.0,0.0,0.0,7,monument-historique-classe,2,,inconnu,,,44.238918,5.074649,Q2179572,https://fr.wikipedia.org/wiki/Pont_romain_de_Vaison-la-Romaine,http://commons.wikimedia.org/wiki/Special:FilePath/Pont%20Vaison%20la%20Romaine.jpg
,,Pont romain de Saint-Thibéry,megalithes,wikidata,Hérault,3,,73.6,33.3,12.0,15.3,8.0,5.0,0.0,0.0,7,monument-historique-classe,2,,inconnu,,,43.392887,3.432836,Q2179571,https://fr.wikipedia.org/wiki/Pont_romain_de_Saint-Thib%C3%A9ry,http://commons.wikimedia.org/wiki/Special:FilePath/St-Thibery-Pont-Romain1.JPG
,,Temple de Mars à Corseul,megalithes,wikidata,Côtes-d'Armor,3,,73.5,31.1,12.0,17.4,8.0,5.0,0.0,0.0,6,monument-historique-classe,2,,inconnu,,,48.471700,-2.146940,Q14628539,https://fr.wikipedia.org/wiki/Temple_de_Mars_(Corseul),http://commons.wikimedia.org/wiki/Special:FilePath/Temple-de-Mars-Corseul1-byRundvald.JPG
,,Géant du Manio,megalithes,wikidata,Morbihan,3,,72.3,35.2,12.0,12.1,8.0,5.0,0.0,0.0,8,monument-historique-classe,3,,inconnu,,,47.603670,-3.055980,Q11682090,https://fr.wikipedia.org/wiki/G%C3%A9ant_du_Manio,http://commons.wikimedia.org/wiki/Special:FilePath/G%C3%A9ant%20Manio%202.JPG
,,Lugdunum Convenarum,megalithes,wikidata,Haute-Garonne,3,,72.2,35.2,0.0,24.0,8.0,5.0,0.0,0.0,8,,2,,inconnu,,,43.030700,0.573639,Q1876013,https://fr.wikipedia.org/wiki/Lugdunum_Convenarum,http://commons.wikimedia.org/wiki/Special:FilePath/Lugdunum%20Convenarum-thermes%20forum.JPG
,,Temple romain de Château-Bas,megalithes,wikidata,Bouches-du-Rhône,3,,72.2,33.3,12.0,13.9,8.0,5.0,0.0,0.0,7,monument-historique-classe,3,,inconnu,,,43.681944,5.197139,Q516783,https://fr.wikipedia.org/wiki/Temple_romain_de_Ch%C3%A2teau-Bas,http://commons.wikimedia.org/wiki/Special:FilePath/Temple%20romain%20de%20Ch%C3%A2teau-Bas%2002.JPG
,,Mediolanum Santonum,megalithes,wikidata,Charente-Maritime,3,,71.9,31.1,0.0,17.8,8.0,5.0,10.0,0.0,6,,2,,oui,,,45.746400,-0.633300,Q6806980,https://fr.wikipedia.org/wiki/Mediolanum_Santonum,http://commons.wikimedia.org/wiki/Special:FilePath/09%20NAQ%20-%20Charente-Maritime%20-%20Saintes%20-%20Arc%20de%20Germanicus%20%282017-05-02%2011-38-45%29.jpg
,,Verziau de Gargantua,megalithes,wikidata,Aisne,3,,70.5,31.1,12.0,14.4,8.0,5.0,0.0,0.0,6,monument-historique-classe,1,,inconnu,,,49.751000,3.654530,Q3556312,https://fr.wikipedia.org/wiki/Verziau_de_Gargantua,http://commons.wikimedia.org/wiki/Special:FilePath/Verziau%20de%20Gargantua%2C%20Bois-l%C3%A8s-Pargny.jpg
,,Pont roman de Mane,megalithes,wikidata,Alpes-de-Haute-Provence,3,,70.1,31.1,12.0,14.0,8.0,5.0,0.0,0.0,6,monument-historique-classe,2,,inconnu,,,43.930000,5.756389,Q2103675,https://fr.wikipedia.org/wiki/Pont_roman_de_Mane,http://commons.wikimedia.org/wiki/Special:FilePath/Pont%20sur%20Laye%2C%20Mane%2C%20Alpes-de-Haute-Provence%2C%20France.%20Pic%2001.jpg
,,Mont Lassois,megalithes,wikidata,Côte-d'Or,3,,69.8,33.3,0.0,23.5,8.0,5.0,0.0,0.0,7,,1,,inconnu,,,47.906667,4.531111,Q1945401,https://fr.wikipedia.org/wiki/Mont_Lassois,http://commons.wikimedia.org/wiki/Special:FilePath/Mont%20Lassois02.JPG
,,Araghju,megalithes,wikidata,Corse-du-Sud,3,,69.5,31.1,12.0,13.4,8.0,5.0,0.0,0.0,6,monument-historique-classe,2,,inconnu,,,41.648056,9.262222,Q2859432,https://fr.wikipedia.org/wiki/Castellu_d%27Araghju,http://commons.wikimedia.org/wiki/Special:FilePath/Casteddu%20d%27Araghju%20%E2%80%93%2015.jpg
,,Menhir de Men-Bras-de-Kermar-Ker,megalithes,wikidata,Morbihan,3,,69.4,31.1,12.0,13.3,8.0,5.0,0.0,0.0,6,monument-historique-classe,3,,inconnu,,,47.824790,-2.858790,Q22992063,https://fr.wikipedia.org/wiki/Menhirs_de_Kermarquer,http://commons.wikimedia.org/wiki/Special:FilePath/Menhir%20de%20Kermarquer%20%28Moustoir-Ac%29%204488.JPG
,,Gesoriacum,megalithes,wikidata,Pas-de-Calais,3,,69.1,31.1,0.0,23.0,0.0,5.0,10.0,0.0,6,,1,aucune photo,oui,,,50.720556,1.611111,Q1519275,https://fr.wikipedia.org/wiki/Gesoriacum,
,,Tombeau de Merlin,megalithes,wikidata,Ille-et-Vilaine,3,,63.5,31.1,0.0,19.4,8.0,5.0,0.0,0.0,6,,2,,inconnu,,,48.077900,-2.117640,Q3531156,https://fr.wikipedia.org/wiki/Tombeau_de_Merlin,http://commons.wikimedia.org/wiki/Special:FilePath/Tombeau%20Merlin%20Broc%C3%A9liande195.JPG
,,Site archéologique d'Alésia,megalithes,wikidata,Côte-d'Or,3,,63.0,56.4,15.0,28.6,8.0,5.0,10.0,0.0,33,monument-historique-classe|monument-historique-inscrit,1,,oui,,"Apr Sa[1]-Nov Su[1] 10:00-17:00; Apr-Jun,Sep-Oct 10:00-18:00; Jul-Aug 09:30-19:00; PH ""Ouverture normale""",47.539167,4.500556,Q835966,https://fr.wikipedia.org/wiki/Site_arch%C3%A9ologique_d%27Al%C3%A9sia,http://commons.wikimedia.org/wiki/Special:FilePath/Vue%20a%C3%A9rienne%20vestiges%20Al%C3%A9sia.jpg
,,Piliers de Tutelle,megalithes,wikidata,Gironde,3,,61.6,31.1,0.0,17.5,8.0,5.0,0.0,0.0,6,,2,,inconnu,,,44.842900,-0.574443,Q3388433,https://fr.wikipedia.org/wiki/Piliers_de_Tutelle,http://commons.wikimedia.org/wiki/Special:FilePath/Piliers%20de%20tutelle%20%28Bordeaux%201669%29.JPG
,,Porte taillée,megalithes,wikidata,Doubs,3,,58.4,31.1,0.0,14.3,8.0,5.0,0.0,0.0,6,,1,,inconnu,,,47.228600,6.038390,Q3399215,https://fr.wikipedia.org/wiki/Porte_taill%C3%A9e,http://commons.wikimedia.org/wiki/Special:FilePath/Porte%20Taill%C3%A9e%20Besan%C3%A7on.JPG
,,Arc de triomphe du Carrousel,monuments,wikidata,Paris,3,,97.1,59.4,0.0,24.7,8.0,5.0,0.0,0.0,40,,2,,inconnu,,,48.861667,2.332778,Q631104,https://fr.wikipedia.org/wiki/Arc_de_triomphe_du_Carrousel,http://commons.wikimedia.org/wiki/Special:FilePath/Paris%20-%20Jardin%20des%20Tuileries%20-%20Arc%20de%20Triomphe%20du%20Carrousel%20-%20PA00085992%20-%20003.jpg
,,Porte Saint-Martin,monuments,wikidata,Paris,3,,91.1,47.9,12.0,18.2,8.0,5.0,0.0,0.0,19,monument-historique-classe,2,,inconnu,,,48.869171,2.355601,Q950217,https://fr.wikipedia.org/wiki/Porte_Saint-Martin,http://commons.wikimedia.org/wiki/Special:FilePath/Porte%20Saint-Martin%2C%20Paris%208%20June%202014.jpg
,,Palais de l'Alma,monuments,wikidata,Paris,3,,86.7,31.1,12.0,20.6,8.0,5.0,10.0,0.0,6,monument-historique-classe,2,,oui,oui,"Tu-We, Fr-Su 10:30-19:00; Th 10:30-22:00",48.861700,2.300000,Q3361034,https://fr.wikipedia.org/wiki/Palais_de_l%27Alma,http://commons.wikimedia.org/wiki/Special:FilePath/Palais%20de%20l%27Alma.jpg
,,Tour de Constance,monuments,wikidata,Gard,3,,86.6,31.1,12.0,20.5,8.0,5.0,10.0,0.0,6,monument-historique-classe,3,,oui,oui,,43.568483,4.189702,Q1518963,https://fr.wikipedia.org/wiki/Tour_de_Constance,http://commons.wikimedia.org/wiki/Special:FilePath/Aigues%20Mortes%20-%20Tour%20de%20Constance.jpg
,,Tour Magne,monuments,wikidata,Gard,3,,86.5,33.3,12.0,18.2,8.0,5.0,10.0,0.0,7,monument-historique-classe,3,,oui,oui,,43.843056,4.349444,Q827420,https://fr.wikipedia.org/wiki/Tour_Magne,http://commons.wikimedia.org/wiki/Special:FilePath/281%20Tour%20Magne%20NIM%201008.jpg
,,Fontaine de Vaucluse,monuments,osm,Vaucluse,3,descend,86.2,47.9,0.0,25.3,8.0,5.0,0.0,0.0,19,,3,,inconnu,,,43.917900,5.133160,Q1816468,https://fr.wikipedia.org/wiki/Fontaine_de_Vaucluse,http://commons.wikimedia.org/wiki/Special:FilePath/Fontaine%20de%20Vaucluse%20jt01.jpg
,,Tour Jean-sans-Peur,monuments,wikidata,Paris,3,,85.9,31.1,12.0,19.8,8.0,5.0,10.0,0.0,6,monument-historique-classe,2,,oui,oui,,48.864300,2.348060,Q3533101,https://fr.wikipedia.org/wiki/Tour_Jean-sans-Peur,http://commons.wikimedia.org/wiki/Special:FilePath/Tour%20Jean%20Sans%20Peur.jpg
,,Palais épiscopal de Castres,monuments,wikidata,Tarn,3,,85.6,28.7,15.0,18.9,8.0,5.0,10.0,0.0,5,monument-historique-classe|monument-historique-inscrit,3,,oui,oui,,43.603707,2.241786,Q19753121,https://fr.wikipedia.org/wiki/Palais_%C3%A9piscopal_de_Castres,http://commons.wikimedia.org/wiki/Special:FilePath/%28Castres%29%20Fa%C3%A7ade%20du%20mus%C3%A9e%20Goya%20vu%20du%20jardin%20de%20l%27%C3%A9v%C3%AAch%C3%A9.jpg
,,Tour métallique de Fourvière,monuments,wikidata,Rhône,3,,85.4,41.0,0.0,21.4,8.0,5.0,10.0,0.0,12,,2,,oui,,,45.763769,4.822267,Q625,https://fr.wikipedia.org/wiki/Tour_m%C3%A9tallique_de_Fourvi%C3%A8re,http://commons.wikimedia.org/wiki/Special:FilePath/Lyon%20-%20Tour%20m%C3%A9tallique%20de%20Fourvi%C3%A8re%2C%20septembre%202015.jpg
,,Amphithéâtre de Tours,monuments,wikidata,Indre-et-Loire,3,,85.3,36.8,0.0,35.5,8.0,5.0,0.0,0.0,9,,2,,inconnu,,,47.395400,0.696400,Q2844421,https://fr.wikipedia.org/wiki/Amphith%C3%A9%C3%A2tre_de_Tours,http://commons.wikimedia.org/wiki/Special:FilePath/Amphi%20Tours%20vomit.jpg
,,Cratère Lochnagar,monuments,osm,Somme,3,,85.0,41.0,12.0,19.0,8.0,5.0,0.0,0.0,12,monument-historique-classe,3,,inconnu,,,50.015600,2.697360,Q24739,https://fr.wikipedia.org/wiki/Trou_de_mine_de_La_Boisselle,http://commons.wikimedia.org/wiki/Special:FilePath/Lochnagar%20Crater%20Ovillers.JPG
,,Le Château d'eau,monuments,wikidata,Haute-Garonne,3,,84.9,35.2,6.0,20.7,8.0,5.0,10.0,0.0,8,monument-historique-inscrit,3,,oui,,We-Su 11:00-18:00,43.598694,1.436925,Q2968376,https://fr.wikipedia.org/wiki/Le_Ch%C3%A2teau_d%27eau,http://commons.wikimedia.org/wiki/Special:FilePath/Chateau%20d%27eau%20Laganne.jpg
,,Tour Carbonnière,monuments,wikidata,Gard,3,,83.7,25.8,12.0,22.9,8.0,5.0,10.0,0.0,4,monument-historique-classe,3,,oui,oui,,43.592100,4.209400,Q3533042,https://fr.wikipedia.org/wiki/Tour_Carbonni%C3%A8re,http://commons.wikimedia.org/wiki/Special:FilePath/Saint%20Laurent%20d%27Aigouze-Tour%20Carbonni%C3%A8re%20VAV-20140527.jpg
,,Cœur Défense,monuments,wikidata,Hauts-de-Seine,3,descend,83.5,53.3,0.0,17.2,8.0,5.0,0.0,0.0,27,,3,,inconnu,,,48.890950,2.244130,Q2349903,https://fr.wikipedia.org/wiki/C%C5%93ur_D%C3%A9fense,
,,Porte d'Aix,monuments,wikidata,Bouches-du-Rhône,3,,83.2,35.2,12.0,23.0,8.0,5.0,0.0,0.0,8,monument-historique-classe,3,,inconnu,,,43.301800,5.374700,Q2243437,https://fr.wikipedia.org/wiki/Place_Jules-Guesde,http://commons.wikimedia.org/wiki/Special:FilePath/Porte%20d%27Aix%2003.jpg
,,Beffroi de l’Hôtel de Ville de Lille,monuments,wikidata,Nord,3,,82.6,28.7,12.0,18.9,8.0,5.0,10.0,0.0,5,monument-historique-classe,3,,oui,oui,"Mo-Su 10:00-13:00, 14:00-17:30",50.630494,3.069819,Q1996107,https://fr.wikipedia.org/wiki/Beffroi_de_l%27h%C3%B4tel_de_ville_de_Lille,http://commons.wikimedia.org/wiki/Special:FilePath/Lille.%20Lyd%C3%A9ric%20et%20Phinaert%20g%C3%A9ants%20du%20beffroi.jpg
,,Arc de Carpentras,monuments,wikidata,Vaucluse,3,,82.1,38.4,12.0,18.7,8.0,5.0,0.0,0.0,10,monument-historique-classe,3,,inconnu,,,44.054340,5.047520,Q1753191,https://fr.wikipedia.org/wiki/Arc_de_Carpentras,http://commons.wikimedia.org/wiki/Special:FilePath/Carpentras%20-%20Arc%20Romain.JPG
